A1	A2	B1	B2
0	0	0	0
4	3	1	2
219	186	186	204
2840	2096	2528	1904
309	257	175	151
0	0	1	1
134	145	182	171
2	0	0	0
9	6	15	9
66	62	78	59
1164	1008	1290	840
689	886	684	636
0	2	0	0
2	5	7	3
486	413	395	362
7843	8005	6931	5676
27	22	26	26
0	0	0	0
3	3	8	2
229	207	282	255
149	139	111	153
0	0	1	1
42	43	54	58
0	0	0	0
10	6	4	2
14	17	13	16
0	0	0	0
11	14	16	9
0	0	0	1
165	172	157	143
10	4	0	6
6	2	12	1
410	352	466	358
3682	3182	3597	2792
744	629	621	473
4	2	1	2
2	2	0	0
0	0	1	0
0	0	0	0
0	2	2	1
7	5	5	6
7690	7475	6188	6107
354	331	378	318
33	29	29	15
349	323	358	300
1	1	0	0
0	0	0	0
89	119	108	131
735	616	708	546
0	0	0	0
5	3	3	1
10	12	10	10
2	0	0	0
0	0	1	0
120	140	152	136
4	0	4	2
189	180	201	203
4	3	8	6
0	2	7	1
1568	1424	1008	1001
233	268	283	291
889	640	989	521
36	29	44	24
369	313	364	385
97	109	79	69
2708	2137	2846	1891
2	8	3	3
513	435	371	315
6	2	8	8
356	211	394	333
0	1	0	0
6	0	1	0
7	11	5	2
29	22	34	41
0	3	0	0
2	3	0	1
2580	2295	2886	2705
229	250	282	304
44	60	76	60
40	52	48	32
118	80	82	122
61	55	51	46
37	13	28	25
2	0	0	0
73	87	68	48
52	54	65	47
3201	3062	3648	3019
197	166	243	233
4	7	6	3
2	2	0	0
0	0	0	0
145	143	160	98
349	427	437	375
437	410	373	405
11185	10948	10270	9980
0	0	12	2
5	6	5	4
669	565	574	572
0	0	0	0
0	5	7	3
0	1	3	1
0	2	0	1
365	297	228	234
2	4	30	16
0	0	0	0
1420	1332	1233	986
4	2	2	4
133	89	102	86
7673	6231	7140	7414
0	0	0	0
0	0	2	2
2	2	1	0
0	0	0	0
0	2	1	0
0	0	0	0
101	83	72	63
10	21	19	20
1173	1187	1255	1103
3364	3218	2548	2824
10	8	6	5
27	55	23	46
0	4	0	0
0	0	0	0
0	0	0	0
0	0	0	0
10	14	36	21
84	71	67	49
13	6	4	4
83	105	108	109
85	28	44	33
89	29	46	37
88	28	45	35
64	73	58	48
2	0	1	0
7	7	17	10
1399	1355	1100	1230
0	0	0	2
8	7	10	9
0	0	0	0
0	2	1	2
0	0	2	2
5508	4797	6058	5585
2	2	1	0
24	34	38	38
46	39	41	41
2713	2622	2478	2154
378	416	487	402
374	317	209	183
8	6	6	10
0	0	0	0
0	0	0	0
24	20	20	15
35	29	78	54
0	0	0	0
105	98	128	121
1	0	2	1
5	10	8	13
2	4	1	1
0	2	0	0
6	14	11	12
304	303	301	285
115	173	159	174
2	0	1	0
4	6	2	6
8	14	22	12
198	191	254	187
2	0	1	1
0	0	0	0
558	554	647	433
2	0	0	0
253	204	228	237
0	4	2	5
0	0	0	0
2	2	1	3
406	355	456	417
6	12	11	2
98	90	87	97
4	9	19	14
2	7	8	8
0	0	0	0
2	0	1	0
609	453	628	595
0	1	0	0
828	834	740	694
85	69	68	68
2514	2173	1737	1766
119	107	75	66
2	0	1	0
0	0	2	2
2	0	0	0
0	0	0	0
328	261	375	322
2	0	1	1
1	0	1	0
20	24	29	28
0	0	0	0
6	9	3	4
56	34	48	51
0	0	0	0
0	0	0	0
9	4	5	10
0	0	0	0
0	3	1	4
0	0	2	0
31	29	42	43
305	243	364	295
2815	2564	3091	2244
1898	1780	1985	1500
0	4	22	21
6	12	13	3
22	11	27	19
0	0	0	0
404	388	224	188
0	1	0	0
4	2	0	0
107	71	120	80
0	0	0	0
0	1	0	0
2	0	3	1
2	0	5	0
0	0	0	1
2	3	8	4
0	0	0	0
184	137	148	121
403	286	330	355
556	463	446	323
2	0	0	1
62	51	51	55
2	2	3	2
187	117	205	167
2	8	10	12
0	0	0	0
59	50	100	57
2643	2148	1819	2043
9	5	9	12
0	0	0	0
0	1	0	0
2	0	0	0
4	0	6	6
0	1	0	0
775	838	702	690
29	35	46	23
39	21	55	34
8	3	5	4
0	2	3	0
637	554	552	481
67	54	40	32
23	10	16	5
3464	3064	2849	2226
0	0	0	0
0	0	0	0
1527	1563	1400	1173
20	23	14	20
292	234	256	233
210	197	164	173
103	82	126	87
1555	1478	1277	1473
34	56	39	50
34	56	39	50
162	148	152	142
958	826	750	653
0	1	0	1
153	123	133	113
0	0	1	1
197	262	153	216
4	0	1	1
0	0	0	0
3	2	3	1
5	0	3	1
329	292	319	261
8	7	5	0
5	11	8	14
193	147	191	104
0	0	0	0
50	12	49	40
51	26	62	45
198	186	160	102
33	30	19	7
0	4	5	1
4	4	4	2
4	4	4	2
4	6	37	18
479	337	355	298
324	184	266	222
0	0	0	0
44	38	81	48
0	0	0	0
6	3	11	13
0	0	0	1
0	11	6	4
0	0	1	2
10	10	0	12
70	62	101	68
2	0	3	2
0	0	0	0
64	62	75	30
409	423	307	365
2	2	3	1
0	0	0	0
6	5	7	3
4	4	5	3
1	0	1	0
354	297	315	269
858	776	740	657
0	5	2	0
2	0	6	4
0	0	0	0
0	0	0	0
312	277	193	243
8	10	13	9
0	6	2	2
0	0	0	0
237	207	274	199
952	839	889	609
4	8	4	3
28	27	31	17
28	19	11	19
107	121	100	91
759	759	960	782
22	12	16	9
128	68	86	74
22	25	22	29
775	884	740	856
373	317	247	291
107	132	245	130
58	71	124	63
146	109	148	127
839	702	948	912
68	105	76	109
625	631	486	467
269	191	258	251
2	0	0	1
23	19	23	25
264	194	241	214
1025	922	752	700
996	917	926	819
0	0	0	0
3	9	0	1
0	1	1	0
2	1	3	1
206	215	205	157
2	1	0	1
0	0	0	0
103	127	130	120
2159	1999	2093	1813
536	495	731	591
565	565	559	460
0	0	2	0
222	38	82	20
2	2	0	0
189	180	201	203
0	0	0	0
0	0	0	0
43	39	17	20
18	4	17	5
2	0	3	4
3248	2834	2917	2613
242	204	149	174
78	61	64	47
366	321	260	231
2066	1710	1935	1447
0	2	0	0
323	242	377	284
2	2	0	0
6	5	5	4
485	418	442	397
71	108	101	116
4	4	2	10
0	0	0	0
0	4	4	2
22	24	28	17
6	0	1	5
0	0	0	0
2064	1800	2226	1904
45	57	48	43
2503	2201	1797	1598
2	2	5	0
69	58	111	59
17	14	19	16
25	13	31	17
2	0	1	0
16	14	4	4
54	29	14	7
1	2	6	1
14	2	6	1
107	87	142	147
0	1	0	1
277	260	323	375
8	12	5	4
714	616	537	450
174	99	157	118
38	26	33	24
36	27	26	30
224	139	285	166
82	49	103	48
0	0	0	1
0	0	0	0
3548	3048	2672	2552
148	129	178	227
151	145	139	139
161	121	144	140
5	12	5	7
5	6	0	1
21	16	14	12
6	2	6	6
0	2	7	1
0	0	1	0
10	8	8	3
760	658	581	488
0	0	2	0
182	169	212	181
9	10	15	11
0	12	9	4
2	0	0	2
20	24	32	30
28	8	17	10
1	4	4	6
0	0	0	1
0	1	1	1
192	131	116	128
1067	943	1148	985
17	12	3	0
0	0	0	0
33	25	58	37
289	297	366	275
0	0	0	0
6	2	12	8
0	0	0	0
20	10	5	0
2	0	0	0
0	2	1	1
0	0	0	0
0	20	10	10
6	2	2	2
0	8	0	2
0	0	0	0
45	33	66	62
2	8	10	3
8	2	8	10
10	2	12	9
14	2	12	13
20	6	18	14
5	2	8	4
3	3	2	4
198	156	146	129
0	1	2	1
20	29	21	20
0	0	1	1
1186	760	1050	868
6	2	4	2
555	480	750	677
1572	1431	1614	1609
1299	1118	1398	1322
0	0	0	0
0	0	0	0
5	0	7	3
82	112	131	88
20	8	12	20
28	32	48	48
0	0	0	1
46	53	73	60
59	19	97	67
0	4	2	0
1	4	3	6
120	109	132	80
0	0	1	1
8	12	10	4
44	36	26	22
87	42	78	69
23	10	10	21
48	36	36	12
28	6	18	2
0	0	0	1
2532	2218	2572	1811
186	168	220	174
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
26	27	24	19
2216	1767	2133	1489
1190	927	1146	793
34	19	87	80
0	0	0	0
0	0	0	0
16	13	12	8
775	715	612	481
20	43	2	3
7	8	11	11
4	18	6	7
2	4	4	3
23	7	23	12
279	276	231	243
11	19	14	13
219	196	221	268
8	4	2	2
43	13	19	8
0	0	0	0
2	2	1	1
6	0	7	2
0	0	2	0
242	202	270	264
0	0	0	0
0	0	0	0
0	0	0	0
234	213	190	189
0	2	3	1
5	11	7	19
6	8	12	10
0	0	0	0
5	4	12	2
492	391	458	395
90	79	78	45
5546	5156	4703	3481
0	0	0	0
0	0	1	0
3423	3056	2518	2996
82	61	42	44
0	2	3	1
0	0	1	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	3	2
0	0	0	1
24	18	28	46
0	0	0	0
0	0	0	0
0	2	0	1
112	108	128	133
8	0	6	1
0	0	0	0
2429	1826	2083	1174
0	0	0	0
0	0	0	0
35	30	35	26
151	85	53	36
48	32	24	19
21	23	20	21
312	276	300	234
0	2	1	0
38	19	26	22
0	0	1	1
49	39	61	50
0	0	0	0
2	0	3	3
3	3	5	1
2	8	8	6
0	0	1	0
0	0	0	0
0	0	2	0
0	0	0	1
0	0	0	0
0	1	3	6
5	6	1	3
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	1
5	7	7	8
0	1	0	0
17	16	19	11
2	2	5	3
10	6	15	0
0	2	0	2
0	0	5	0
15	17	11	21
7	7	4	4
7	9	6	4
9	12	0	1
0	0	2	0
0	2	2	0
0	0	5	3
0	0	0	1
0	2	0	2
0	2	7	7
5	3	5	6
4	2	4	4
3	5	5	10
5	8	5	3
7	10	6	7
16	13	13	6
4	2	7	6
2	2	3	3
0	0	1	0
0	0	0	1
6	4	3	4
1	2	2	2
0	0	0	0
0	2	1	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	2	0
0	2	0	0
0	0	0	0
0	2	1	0
2	0	0	0
0	0	0	1
0	1	0	0
0	2	1	1
1	0	3	1
0	0	1	0
0	1	0	0
46	39	67	45
13	19	7	7
8	5	7	5
0	0	9	3
0	0	3	2
0	2	7	5
7	3	15	8
10	5	16	16
6	2	2	3
0	1	2	1
4	5	5	0
0	0	0	1
10	0	3	3
2	0	2	2
0	2	2	1
0	7	1	0
0	0	5	2
8	5	6	4
11	6	11	3
5	8	9	9
4	1	3	5
8	7	4	4
5	7	3	0
0	0	3	0
4	9	7	9
3	2	7	5
2	4	6	6
0	2	7	3
0	0	1	2
2	0	1	0
12	12	3	3
0	5	1	1
3	0	0	0
4	15	2	0
6	8	6	5
9	6	10	6
11	6	6	6
5	6	6	7
0	0	4	4
18	12	7	1
8	5	4	1
16	9	12	0
8	6	11	1
17	25	9	1
7	6	4	2
4	0	7	5
2	1	1	4
0	8	5	2
0	0	2	2
3	2	1	1
10	10	12	8
11	10	16	7
6	2	3	2
1	6	3	1
1	0	1	4
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	4	0	0
0	2	1	0
74	77	73	52
90	80	31	32
2	0	2	2
0	0	0	0
0	0	0	0
2	0	0	1
0	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	2	1
0	0	0	0
0	0	0	0
8	4	5	9
0	0	0	0
0	0	0	0
7	4	7	6
0	0	0	0
0	0	0	1
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	2
0	1	1	0
2	1	4	1
6	7	10	11
0	0	0	0
0	0	0	0
0	0	0	0
14	0	3	1
27	29	30	24
8	2	3	6
0	0	0	0
0	0	0	0
0	0	0	0
1	5	4	2
0	0	0	0
0	0	0	0
0	0	1	0
3	0	4	1
5	2	0	2
0	0	3	3
3	7	4	11
1	1	2	2
0	0	0	0
0	0	1	1
0	0	0	2
2	2	0	0
2	1	2	1
3	1	4	1
0	0	0	0
0	0	0	0
1	2	3	4
0	0	1	0
0	0	0	0
0	0	0	1
0	0	1	1
44	34	41	45
151	153	154	147
123	112	98	85
52	80	49	45
19901	16613	19329	13570
2508	1922	2565	1615
1808	1712	1731	1526
118	117	76	80
19	22	17	14
179	169	174	169
0	0	0	0
460	466	405	360
1696	1393	1928	1362
94	89	92	92
195	144	172	130
0	0	0	0
11	5	7	2
59	58	52	52
129	123	171	144
12	17	13	24
24	21	24	21
10	14	9	8
2	0	1	1
1014	808	783	799
4236	3348	3474	3397
0	0	0	0
96	86	120	98
0	0	0	0
2873	2394	2219	2096
154	169	163	213
388	352	370	396
0	0	0	0
124	119	159	102
0	0	0	0
1	1	1	0
3	1	2	1
0	0	0	0
0	0	0	0
1242	1140	1318	962
500	432	486	355
0	0	0	0
0	0	1	0
2	0	0	0
14	32	10	13
2	1	3	1
0	0	0	1
8	15	6	8
69	39	87	55
0	2	6	6
2	0	0	1
34	47	42	30
0	2	1	0
0	0	0	0
577	517	632	457
0	0	0	0
0	14	23	1
7	4	3	7
0	0	0	0
0	0	0	0
10	8	48	32
2	6	0	0
324	253	267	229
0	1	1	0
129	91	85	131
74	44	52	49
56	45	59	41
83	111	88	131
2	5	3	1
4	2	1	1
0	0	0	0
0	0	0	0
8	8	7	1
89	91	79	54
51	29	35	39
0	0	0	0
57	33	62	43
73	62	45	52
2	0	0	1
5	3	2	1
4	3	2	1
0	0	0	0
0	0	0	0
0	0	0	0
6	0	5	2
0	0	0	1
396	339	431	352
2	0	3	5
30	42	35	56
2	2	0	1
0	0	0	0
0	5	0	0
787	584	997	885
0	0	0	0
34	53	41	41
16952	15512	15976	15738
16811	15254	15870	15532
8	6	10	4
41	12	94	69
252	307	312	256
109	97	113	113
166	168	196	175
0	4	3	8
9	6	9	3
332	245	319	265
2	4	1	1
65	51	45	31
466	361	560	417
37	11	25	15
17	6	9	12
6	0	2	1
0	1	3	0
108	83	140	115
66	70	39	53
7	8	9	5
126	105	111	63
2	2	2	2
96	76	79	47
2379	1754	2575	1770
1020	813	1128	843
774	590	692	535
151	143	158	164
281	247	289	246
2905	2795	2630	1880
55	39	58	33
162	132	153	182
375	386	445	301
1748	1423	1405	1405
154	153	168	154
20	19	18	18
0	1	1	0
13	19	12	6
363	317	285	297
27	12	24	24
161	219	203	151
105	105	90	80
1152	1049	953	935
158	100	146	82
312	258	273	218
2063	1867	2267	1920
0	0	0	0
0	2	0	0
208	208	223	156
0	0	0	0
71	83	67	94
16	5	11	4
35	50	61	93
546	491	511	353
488	501	677	566
34	30	60	50
34	30	60	50
980	760	796	750
95	101	100	79
250	169	217	164
0	0	2	1
0	0	1	0
9	3	0	1
563	555	494	418
143	106	103	76
514	522	478	430
755	624	726	701
130	113	115	93
0	0	0	0
15	7	14	11
1	4	3	0
24	26	24	14
0	0	0	0
0	0	0	0
0	8	3	0
0	0	0	0
691	671	524	468
5370	4510	6348	4098
4026	3522	4778	3331
630	574	619	405
2	0	1	1
42	74	43	34
0	0	1	0
0	0	0	0
0	2	0	0
1273	1129	1103	1043
1348	1302	1214	1155
165	99	143	190
459	402	393	294
87	56	83	123
4	0	3	1
18	17	25	9
0	2	0	1
0	0	0	0
2	0	1	1
0	0	0	4
148	106	155	105
0	0	0	1
68	90	116	102
215	177	218	121
1	2	3	2
292	241	324	241
40	22	14	0
20	11	7	0
0	0	0	0
59	59	113	92
120	117	114	96
303	289	419	323
182	205	182	201
25	28	22	27
39	33	36	19
13	2	5	2
32	26	37	31
23	20	22	13
41	51	66	53
0	0	0	0
981	818	974	697
245	239	277	280
25	33	38	33
1577	1441	1487	1351
1315	1180	1178	1063
4	8	22	10
0	0	0	0
13	7	12	5
38	24	15	7
0	0	0	1
0	0	1	0
6380	5316	6218	4946
5	2	2	1
515	485	428	367
808	835	801	745
307	328	309	347
0	0	3	1
478	467	560	437
33	28	24	16
17	14	10	12
94	74	140	105
8	9	13	6
8	6	16	18
225	195	191	174
1690	1686	1584	1096
0	6	0	12
68	55	41	45
65	52	37	40
0	0	0	0
0	0	0	0
7927	7406	8845	7660
2	0	0	2
35	35	50	70
73	39	52	27
77	30	30	32
0	0	2	0
0	0	0	0
276	240	365	260
168	134	262	160
114	99	119	95
7	8	10	10
9	0	0	1
667	607	652	617
102	113	85	77
5	4	4	1
2	0	0	0
0	0	0	4
0	0	0	0
0	0	1	0
0	0	0	1
0	2	29	28
16	16	9	3
2	1	5	6
7	11	135	123
1760	1649	2200	1671
65	64	82	53
2	2	0	0
0	0	0	0
0	2	1	2
0	0	0	0
208	188	296	180
0	0	0	0
47	41	31	16
5	4	1	7
59	52	63	35
376	343	302	370
3	2	3	2
1	0	1	0
0	0	0	0
34	26	28	26
34	26	28	26
311	288	183	151
6	2	1	2
6	0	1	2
0	0	0	0
426	457	674	440
80	81	125	95
260	232	307	188
0	0	0	0
0	0	1	0
1	0	1	0
6	18	9	7
0	0	1	4
0	0	0	0
144	96	156	132
257	279	221	265
1651	1593	1583	1456
182	201	169	171
7	1	1	7
0	1	2	2
65	75	66	60
0	0	0	0
46	39	48	51
8	5	3	11
314	181	276	226
0	1	0	0
398	408	512	469
123	96	95	79
45	27	27	26
116	52	145	50
295	234	313	207
0	2	1	1
211	82	495	317
3	0	7	3
4	0	0	0
4	1	0	1
6	5	4	2
0	0	0	0
504	457	599	410
1098	1027	980	886
0	0	0	3
77	64	109	61
0	0	1	0
24	38	58	34
241	295	129	161
18	25	11	9
6	1	9	4
33	18	20	22
8	10	15	3
6	6	13	8
514	496	602	650
0	0	1	0
0	0	0	0
50	32	56	38
0	2	3	0
0	0	0	0
483	449	491	397
1	0	3	3
560	421	678	477
348	254	391	310
0	0	0	0
35	29	23	22
0	0	0	0
78	55	71	33
4	2	1	0
3	0	0	0
26	43	22	41
1349	1117	1732	888
0	0	0	1
12	6	17	7
0	0	5	2
0	0	5	1
0	0	0	0
70	47	83	39
0	0	1	1
0	0	0	0
5	0	0	4
0	0	0	0
0	0	0	0
380	311	376	318
2	2	15	7
0	0	0	0
10	0	3	4
4	2	1	1
0	7	3	19
0	0	0	1
0	0	0	0
0	0	0	0
6596	5774	5864	4832
0	20	17	6
0	0	0	0
0	0	0	0
0	0	0	0
135	110	123	105
207	137	120	78
0	1	0	0
1	8	5	10
4	0	2	1
53	22	52	29
1659	1200	2164	1351
9	7	19	15
35	42	37	52
1	0	2	2
10	13	11	16
1942	1807	2024	1686
118	101	107	89
1	1	4	1
0	3	0	0
2	0	0	0
0	0	0	0
268	214	265	298
50	62	38	54
6	2	2	6
0	2	1	1
42	17	25	19
145	135	152	156
2	2	5	4
0	0	0	0
2	0	0	0
54	51	66	84
516	449	504	476
680	567	833	598
26	21	30	9
5	1	2	2
395	330	348	310
2	0	4	0
0	0	0	0
73	62	64	58
10	0	19	14
9005	8239	8405	5887
11	0	1	5
0	0	0	0
331	251	202	247
8	6	11	10
0	0	0	0
140	161	165	172
0	0	5	3
678	584	713	500
196	177	197	135
44	18	37	18
242	239	288	284
897	676	687	560
0	0	0	0
17	4	7	4
0	0	0	0
144	152	224	143
0	0	0	1
1971	2009	2817	1926
0	0	1	0
0	0	0	0
39	30	49	32
491	448	578	406
0	0	0	0
2	6	2	2
6	8	9	2
0	2	0	0
308	217	263	193
151	74	124	96
454	424	382	288
0	0	0	0
31	29	24	25
2	13	11	3
0	3	3	2
194	127	115	119
210	182	170	141
20	18	8	16
173	130	191	145
398	289	355	248
38	49	70	79
8	10	15	10
0	0	0	1
0	0	0	0
25	22	26	35
134	118	115	97
18	12	37	40
169	180	178	217
912	970	1324	1180
0	0	0	0
515	380	566	387
135	122	154	143
22	20	23	21
0	0	0	0
21	23	4	15
2	0	1	3
80	44	47	48
20	16	28	12
1936	1670	2026	1407
0	0	0	0
34	29	35	23
42	34	29	43
101	116	103	69
1	0	0	0
0	0	0	0
0	0	0	0
7432	6931	6001	5677
2	5	5	4
2	3	2	1
0	0	1	0
0	4	0	0
1230	1157	933	766
972	840	729	636
0	3	1	1
0	0	0	0
109	83	96	69
0	0	0	1
4	0	0	0
40	57	107	98
14	4	2	6
32	42	27	22
2	0	2	2
33	23	19	22
42	28	34	42
94	84	84	85
0	0	0	1
0	0	0	0
6	5	6	1
0	3	0	1
111	93	109	82
56	80	60	60
1	1	3	1
2	3	5	0
5754	5595	3058	3258
1	0	1	0
63	57	48	42
0	0	0	0
5	3	2	1
20587	19014	24057	16368
459	444	664	485
0	0	0	0
210	237	227	151
168	188	161	114
21	20	26	22
341	291	458	355
1	2	6	0
0	0	1	0
0	0	2	0
5	2	2	0
0	0	0	0
0	0	0	0
0	16	0	0
2	0	0	0
72	58	357	309
6	7	9	8
6874	6551	5765	4333
90	66	88	64
58	44	44	18
0	2	4	1
0	2	4	1
0	0	2	3
0	2	0	0
4	0	0	0
0	2	0	0
33	33	34	20
9	8	19	12
2	4	2	1
0	0	0	0
0	0	0	0
0	0	1	1
0	0	1	1
0	2	0	1
603	509	416	376
2135	1778	1899	1712
356	306	366	320
0	0	0	0
0	0	0	0
55	34	35	45
1022	996	946	967
0	0	3	1
37	22	10	19
0	0	3	2
3	10	12	3
1	0	0	1
222	225	189	201
2	5	1	0
439	412	444	385
4	4	10	11
0	2	1	2
6	4	1	0
1123	1138	1210	1157
0	0	0	0
0	0	0	0
22	28	20	26
4	2	1	3
4	0	3	2
211	172	190	206
76	51	52	65
37	40	45	35
1	2	1	0
20	4	6	12
181	157	130	168
185	160	134	173
239	235	262	178
0	0	0	0
138	123	143	90
2962	2468	3601	2468
0	0	0	0
0	0	3	0
91	65	92	72
4	4	4	0
60	60	39	44
0	0	1	1
0	0	0	0
0	0	0	0
31	23	31	21
1306	1190	1014	899
43	40	41	32
295	225	390	271
62	41	85	59
1376	1265	1199	1285
0	2	0	1
0	0	0	0
0	0	0	0
336	296	320	256
95	104	52	64
24	29	11	10
2	2	1	2
0	2	0	0
933	821	807	678
0	2	0	4
0	0	0	0
2	2	2	0
2	2	2	0
0	0	0	0
1122	988	871	1061
1633	1462	1439	1500
4	4	4	3
2004	2326	1736	1615
0	0	0	0
0	0	0	0
10	11	13	13
0	0	1	0
27	26	22	17
8	12	6	6
1	1	2	0
16	14	3	2
0	0	0	0
6	5	4	4
6	5	3	0
2	0	0	1
67	44	44	16
0	0	0	0
0	0	0	0
82	113	85	99
16	29	13	7
0	2	2	0
89	114	75	84
10	18	33	19
154	169	153	200
2023	1828	1472	1713
129	141	144	175
99	39	81	45
0	0	0	0
1741	1371	1464	1174
96	81	43	62
96	71	46	63
494	494	433	409
10165	9314	9918	7689
30	24	33	39
0	1	0	0
18	4	6	7
210	210	156	182
11867	10549	9996	8441
0	0	0	0
4	4	0	0
0	0	0	0
4741	4606	3769	3348
34	28	17	22
0	0	0	0
0	0	0	0
1771	1372	1755	1348
493	425	511	484
2	2	2	5
2	0	2	3
0	1	1	1
0	0	0	0
6290	6016	5438	5609
345	339	290	294
20	36	33	18
225	178	147	155
249	206	180	195
0	0	6	10
18	35	20	13
0	1	0	0
63	51	66	41
0	0	1	0
224	191	87	75
9	18	7	9
6	6	6	0
14	12	14	5
0	0	0	1
525	474	513	371
18	4	8	10
21	18	19	16
194	214	267	239
0	0	2	2
0	0	1	0
56	23	34	21
1	0	0	0
126	106	145	167
0	0	0	0
4	0	0	0
58	15	15	5
0	0	0	0
0	0	2	0
0	0	0	0
4330	4081	3654	4044
281	306	224	312
353	323	359	346
66	86	78	53
1072	1038	964	985
264	200	295	199
6	4	6	3
0	0	0	0
0	0	0	0
0	0	0	0
88	79	83	92
4	2	1	3
3	16	11	1
485	513	419	433
0	2	1	1
12	5	20	6
2	3	6	5
0	2	1	8
140	178	225	255
228	188	2	6
0	1	0	0
27	18	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	1
5671	5313	3954	4444
50	37	46	34
158	125	85	88
375	367	376	500
0	0	0	0
4	0	2	2
8	0	4	1
803	704	658	701
0	0	0	0
4	9	4	6
0	0	0	0
10	1	9	1
1	0	7	1
0	0	0	0
0	2	1	3
44	25	38	23
6	4	12	5
4	8	8	8
0	0	0	0
4	0	0	0
4	0	0	0
3	2	2	1
2	0	0	0
2	1	1	2
279	220	343	296
6	10	36	24
8	6	3	1
14	10	5	5
11218	9651	11989	8187
6	10	2	6
633	591	712	368
133	120	115	104
318	286	339	277
11	22	11	13
17	23	8	13
186	234	150	173
635	574	565	581
362	331	368	326
2322	2272	2465	2007
303	244	151	233
490	492	388	395
2	6	8	3
995	778	837	751
7	17	11	0
0	0	0	0
0	0	0	0
2593	2187	3422	2400
147	108	193	139
6674	6001	7398	7024
514	392	605	558
1351	1152	1343	1097
26	18	26	20
296	272	300	279
120	92	62	55
0	0	0	0
0	0	0	1
3472	2751	3354	2725
26	10	8	20
411	356	409	358
1528	1125	1473	1117
0	0	0	0
255	199	284	217
65	78	110	56
38	54	75	40
23	5	10	11
14	10	10	6
33	17	22	7
0	0	0	1
2	0	1	0
4	2	5	3
0	0	15	7
0	0	2	2
2	0	0	1
0	0	3	0
33	15	32	37
0	0	0	0
0	0	0	0
2	0	0	0
2	0	0	1
0	0	0	0
0	0	0	0
266	285	252	231
266	285	252	231
2	2	0	0
2	2	0	0
2	2	0	0
2893	2622	3150	2900
249	258	323	336
432	411	525	490
1559	1565	1618	1428
432	410	525	490
113	93	110	85
264	202	263	198
68	60	67	56
153	43	72	35
56	8	29	18
2	0	59	37
0	0	13	8
0	0	1	5
10168	7935	9970	6426
405	279	309	213
5	5	0	3
17431	17037	15822	14269
906	989	951	742
18	10	3	7
46	40	57	38
0	4	2	0
11	11	13	7
0	2	0	0
63	30	47	38
13	16	16	10
6845	6744	7637	5547
551	526	621	381
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
41946	36726	37325	29940
1368	985	1358	848
67	71	101	53
1710	1434	1626	1488
1165	857	761	658
152	138	197	91
590	656	562	416
213	162	256	121
6	4	7	4
3542	3095	3294	3475
0	6	3	6
96	54	114	90
27	15	12	12
9	1	1	0
20	19	10	21
3	7	2	2
18	0	0	14
4	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
36	4	16	14
0	0	0	1
11	4	7	7
0	0	1	0
0	0	1	0
12	8	436	268
14	8	822	498
1829	1761	2471	1908
153	129	160	155
38	92	56	61
8	16	5	4
0	0	0	0
0	0	0	0
6	2	1	0
2	4	1	1
39	29	297	210
80	51	368	330
1069	971	825	818
6210	4572	6248	4280
66	62	51	56
0	10	8	6
4	2	4	2
1084	873	997	919
1348	1107	1188	1147
199	152	221	169
131	92	123	109
210	166	208	204
192	167	201	193
9	7	15	8
19	18	32	23
490	449	528	469
607	539	654	613
0	0	0	1
0	0	0	1
1565	1441	1337	1081
1565	1441	1337	1081
786	798	918	613
1904	1974	2118	1584
208	174	178	166
361	344	363	376
155	96	131	112
141	106	182	164
235	148	246	226
0	0	0	0
993	916	1081	858
1070	960	1150	921
159	118	176	130
39	44	37	31
624	483	561	421
2	6	10	10
35	37	33	20
4	2	2	4
908	813	1028	758
0	0	0	0
0	0	0	0
0	0	1	1
7	3	1	1
7	3	1	1
778	865	784	650
22	12	32	26
528	544	3	0
3	2	0	0
12	20	0	0
88	2	32	10
0	0	0	0
2908	2464	2320	2444
608	608	488	492
0	0	3	4
2	0	0	0
32	18	42	37
0	0	0	0
8	3	5	5
4245	3863	3453	3637
50	64	64	89
1176	1067	926	1022
111	120	142	147
0	4	0	1
49	29	18	22
0	8	0	2
11	9	15	8
72	58	44	35
1493	1331	1623	1122
2	0	2	0
496	443	539	374
0	0	0	0
1333	1064	1082	1133
46933	38789	60473	55540
31	29	15	16
128	128	138	129
8	10	11	11
0	0	0	0
738	718	779	882
474	437	464	553
117	102	136	91
204	172	179	200
5	0	0	1
5	2	3	4
2634	2676	2400	3399
0	0	0	0
2	0	1	0
10510	9330	9341	9991
1202	952	890	918
5288	4192	4145	4041
6888	6762	6503	5675
168	169	152	138
