A1	A2	B1	B2
0	0	0	0
22	4	0	0
9	10	2	0
28	40	34	48
95	98	104	123
7	2	4	4
134	80	94	58
4	1	1	5
252	195	281	246
142	114	169	153
2	2	8	1
13	12	10	18
1799	1559	1821	1655
0	0	1	0
95	90	87	86
20	15	5	3
9	6	10	4
0	0	2	0
0	0	0	0
2	2	0	0
1	0	0	0
437	354	314	207
1702	1508	1581	1699
138	156	143	161
288	213	329	265
55	45	64	52
1742	1403	1578	1383
213	186	242	208
0	0	2	0
5147	5061	6404	6107
63	63	30	45
78	69	36	81
341	294	330	312
600	560	450	462
319	286	297	281
6786	6442	5980	5401
518	437	503	532
487	452	929	843
673	722	1345	1245
2435	2482	3015	2830
66	51	51	60
135	83	119	190
632	601	754	766
16	15	26	16
49	51	70	42
1707	1525	1766	1154
2372	2268	1975	1558
74	50	52	36
125	101	126	100
1	0	2	4
0	0	1	0
0	0	1	2
2053	1771	2331	1904
62	67	63	47
711	708	621	719
644	653	583	619
2491	2096	2085	1825
1702	1356	1150	1052
600	507	368	386
789	645	512	544
616	632	869	808
11278	10311	9710	8533
1154	1031	1122	975
1615	1488	1583	1402
0	0	1	0
285	294	258	272
325	291	244	280
0	0	0	1
2906	2597	2601	2487
543	514	580	466
7078	5891	7083	5380
48	41	38	45
4287	3915	3777	3066
2547	2559	2675	2167
13	18	10	18
498	421	599	427
136	42	115	31
0	1	0	1
16	9	12	11
1370	1199	1264	863
66	36	68	60
5	4	3	3
223	248	284	241
9533	8523	10572	7465
65	51	47	22
31	9	21	11
591	450	573	300
138	95	157	106
53	31	32	24
80	50	59	83
8409	7532	7192	8044
113	116	212	139
98401	89792	104853	90358
4772	4153	4805	3757
57	95	67	109
6	4	12	8
3	2	5	7
34	50	34	44
422	447	464	569
4	6	0	1
2	0	0	0
348	268	237	173
0	0	0	3
45	66	75	39
39526	40520	33441	29344
8	18	10	0
14	8	10	6
60	62	70	52
46	22	20	26
22	8	14	2
62	55	55	59
18	6	16	6
181	146	174	119
0	2	3	1
40	19	13	14
23	14	8	3
3	2	1	0
2	2	1	0
0	0	0	0
58	52	24	14
276	188	312	300
0	0	2	1
0	0	2	1
1543	1351	1614	1469
727	515	767	615
36	24	18	36
6	4	12	13
0	0	0	0
1164	1014	1026	867
9764	8936	8134	8244
383	326	333	284
3480	2740	2848	2474
55	56	50	43
19	14	16	14
2670	2547	3080	2411
68	73	118	93
1621	1322	1785	1218
27	16	27	40
50	25	40	17
3	1	1	3
0	0	1	0
0	0	0	0
22	24	43	33
0	0	0	0
0	0	0	0
0	0	0	2
4264	4019	3648	3502
0	0	0	0
0	0	0	1
0	0	3	0
4891	4683	5328	5253
877	815	1186	972
7268	6537	7626	5640
1580	1392	1485	1194
248	186	216	152
14	7	19	20
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	1	1
1	2	1	2
0	0	0	1
0	3	1	2
0	1	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	1	1
1	2	0	1
8	0	5	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	2	2
4	1	2	2
31	33	25	30
16	17	17	7
3	0	2	3
2	1	3	3
0	0	1	1
0	0	1	0
0	0	0	0
0	0	0	0
8	8	4	4
0	0	0	0
0	0	0	0
386	339	521	468
386	339	521	468
2	0	0	0
6	0	4	0
1656	1654	2138	1984
23	13	18	13
1	6	8	10
0	0	0	0
8	10	7	1
75	48	42	42
4	2	1	1
8	1	2	1
26	26	45	28
0	0	0	0
31	51	25	5
3	2	4	2
17	4	4	5
1395	1182	1274	1114
1395	1182	1274	1114
0	0	1	0
22	10	16	10
29	22	57	24
553	497	606	541
41	66	31	36
0	0	0	0
9	5	12	5
68	108	37	2
21	23	25	26
4	5	11	5
14	22	22	15
11	26	9	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2856	2913	2750	2029
2156	2038	2061	1817
524	472	564	386
2856	2913	2750	2029
2156	2038	2061	1817
157	133	155	110
12	12	13	8
3400	3300	2790	3115
2242	2158	1783	2133
108	104	86	110
100	79	57	61
5584	5543	4847	4767
2	6	5	0
0	0	0	0
0	2	0	1
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	2
0	0	0	0
0	0	0	0
6	4	6	4
1	0	0	0
2	2	1	1
1361	1157	1461	1432
1361	1157	1461	1432
1367	1156	1469	1430
323	133	304	116
28	28	16	13
954	812	974	592
1	4	2	1
37	26	52	45
713	589	890	795
23	25	43	39
0	0	0	0
241	201	293	200
258	221	320	221
2	0	1	1
0	0	0	0
2	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
250	211	260	267
292	202	235	231
624	431	530	534
14	14	29	36
210	183	200	195
11	21	20	13
0	4	7	3
12	4	4	14
0	0	0	0
9	11	16	6
60	75	72	20
0	0	2	0
0	2	1	0
0	0	0	0
13	15	10	9
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
309	285	403	399
4	0	1	0
9	8	6	5
0	0	0	0
1	3	2	2
402	292	350	308
0	0	0	0
0	0	0	0
417	391	410	378
417	391	410	378
7	14	19	0
0	0	0	1
2	2	4	1
54	51	58	28
2	2	3	3
186	251	215	169
6	3	1	2
0	0	0	0
0	0	0	0
0	0	1	1
0	3	0	0
15	8	17	9
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	2	0
4	8	7	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
34	13	27	29
0	0	0	0
38	40	18	4
0	0	0	0
3	5	7	1
66	55	48	31
3	3	2	1
9	12	11	7
1	0	0	8
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
50	69	27	11
17	20	19	30
0	0	0	0
0	0	0	0
0	0	0	0
3	3	4	2
702	608	774	570
702	608	774	570
1015	832	776	607
6690	5534	4862	3860
14	24	25	25
14124	12102	13037	10575
40	40	48	37
36	34	44	33
20	8	20	19
4	3	10	6
331	283	359	354
135	132	170	192
1	2	1	0
0	2	0	0
31	49	25	23
5	8	1	6
0	0	0	0
164	146	120	143
0	0	0	0
48	36	12	12
8	8	3	2
6	0	0	0
2142	1524	1974	1416
115	114	129	91
14	8	11	10
6376	5452	5742	4061
0	1	0	1
0	2	5	0
240	198	208	167
0	4	3	0
170	172	192	190
316	263	343	274
0	0	0	0
1	0	0	0
1877	1502	2096	1261
9	11	9	18
253	205	281	246
862	743	870	787
16	12	12	6
0	0	0	0
20	25	28	15
0	0	0	0
0	0	0	0
30	25	22	19
6013	5792	5508	5863
22	21	41	30
4	4	6	4
4536	4354	5088	4084
389	441	365	279
2	0	0	3
0	0	2	3
36	38	44	43
132	71	154	104
0	8	0	0
11	3	3	3
0	0	0	0
0	0	0	0
5	17	11	8
12160	10287	11408	10511
194	185	299	232
3	3	2	0
8	8	8	6
109	130	101	76
0	0	0	0
0	0	0	1
37	10	27	23
4	0	7	3
77	67	78	72
37	50	23	31
0	0	0	0
6	3	3	1
170	161	122	149
0	0	0	0
4	0	0	0
14	15	8	9
0	0	0	0
0	0	0	0
0	0	0	0
2	0	1	3
0	0	0	0
0	0	0	1
0	0	0	0
16	7	17	12
0	0	0	0
6	2	2	16
3	0	0	0
0	0	0	0
1	2	1	2
1	12	0	2
2	0	0	0
0	0	0	0
0	0	1	0
0	0	0	1
1	0	1	2
8	12	28	30
6	6	23	9
26	20	50	21
2	4	3	2
2	1	1	1
10809	8944	9961	7880
188	113	141	168
1490	1322	1636	1036
18	12	20	10
2	0	1	0
0	0	0	0
3552	2495	334	193
0	0	0	0
0	0	0	0
1151	964	1280	856
12	5	20	6
16	29	22	23
287	235	358	294
382	322	486	338
278	220	222	208
316	263	343	274
85	122	39	74
1325	1066	1464	1041
1055	980	923	960
45	59	36	57
0	0	0	0
77	81	68	93
464	377	441	406
0	0	0	0
93	72	106	60
178	123	143	100
0	0	0	0
2	8	10	9
3560	2875	3152	2822
0	0	0	1
0	0	0	0
3	7	8	7
5	4	7	9
1	2	1	3
428	330	464	387
34	25	39	25
949	861	862	674
84	78	97	51
1857	1625	2012	1968
1	0	0	0
4	8	5	7
1	2	2	0
13	9	13	3
0	0	0	0
22	18	24	15
4	2	3	1
73	35	49	61
0	0	0	0
380	358	474	381
23	7	21	14
248	248	200	181
241	250	307	279
2342	2071	1892	1526
86	68	56	59
19	21	14	13
7	0	3	2
0	0	5	5
4	0	0	0
0	2	0	0
7	2	1	1
417	304	257	215
4881	4437	5312	4275
27	19	13	15
0	1	3	1
0	2	2	2
0	1	2	1
2	2	2	1
553	497	606	541
8	13	10	9
26	19	52	49
0	0	0	1
724	666	523	697
12	4	14	12
0	0	0	0
269	270	290	251
2	0	0	0
1480	1239	1073	993
1271	1029	823	813
794	724	1051	720
1259	1045	1480	1589
50	47	91	47
109	121	139	100
585	523	419	355
1002	913	850	926
4	1	0	1
759	713	761	763
141	97	174	113
2	0	0	0
724	803	650	679
710	606	821	633
83190	72602	68406	70950
1751	1356	1185	1172
0	2	1	0
0	2	0	1
1	5	7	6
57	34	41	38
4	10	2	4
280	230	320	335
0	0	0	0
0	0	0	0
166	161	169	151
24	18	16	9
24	20	18	10
4	5	3	5
10	2	6	4
0	0	1	0
1135	853	1048	796
0	0	0	0
294	300	317	222
2133	1796	1468	1406
228	173	281	243
1093	749	1028	921
501	472	365	403
59	27	36	48
1	16	3	15
0	7	6	4
16	6	5	2
3	1	5	1
576	504	723	711
546	486	524	490
287	255	359	334
3217	3117	3701	3227
289	257	363	336
160	136	120	111
35	28	38	33
22	31	23	16
2	2	4	1
42	37	31	36
64	57	51	63
21	25	26	33
3	1	1	1
6460	5372	6028	4893
17	7	8	12
1321	1237	1925	2046
751	599	719	533
566	543	746	595
966	851	705	653
524	522	334	339
0	0	0	0
10	6	4	4
2	0	0	0
0	0	0	0
2	2	2	2
4	15	3	4
14	11	7	7
394	309	253	193
465	406	420	326
393	369	342	334
0	8	3	1
366	359	362	327
711	612	766	482
21	14	11	6
11	4	3	2
70	49	85	45
168	174	210	207
27	18	32	22
5	5	7	9
5	5	7	9
146	118	138	72
10	16	10	12
0	0	0	0
6654	5646	6898	6194
3	1	0	1
3	1	5	1
3	1	5	1
198	131	234	191
336	325	350	366
114	108	123	97
0	6	7	6
85	122	39	74
151	144	205	189
214	217	228	207
300	256	336	242
2878	2713	2597	2159
0	1	0	1
3	1	1	1
2	2	0	0
0	0	2	1
21	11	20	24
6	0	2	3
241	237	225	241
107	122	143	141
618	585	477	451
2414	2294	1298	1289
28141	24143	22862	22469
137	101	36	46
29	42	32	26
370	304	339	357
4	0	0	0
1135	1006	970	792
105	72	81	27
152	135	114	97
13	9	12	12
1914	1755	1845	1868
125	130	150	143
27	25	21	15
305	252	260	178
716	640	717	663
98	95	174	105
2004	1888	1460	1612
15	18	5	16
1391	1020	1138	957
284	224	271	292
0	0	1	0
186	222	120	144
30	15	15	5
7	8	6	2
46	23	31	24
73	58	48	67
74	59	48	68
14458	11502	11050	8954
60964	45994	49616	41208
280	258	223	213
32	30	67	40
71	57	53	47
69	54	51	45
97	177	155	131
208	150	89	116
0	0	0	0
2	2	0	2
0	0	1	1
18	18	0	18
0	0	0	0
0	0	0	0
277	235	293	253
267	219	279	238
340	314	438	417
246	163	144	127
431	378	389	433
0	0	0	0
251	199	290	205
22404	21642	19911	18072
585	506	353	397
70	49	105	69
164	159	162	110
378	393	497	415
434	412	601	534
166	152	183	173
0	0	0	0
0	4	0	4
15	11	30	27
49	52	44	55
691	728	599	439
2	10	3	6
0	0	2	1
0	0	0	0
60	62	62	36
0	0	0	0
5895	5326	4897	4970
23	13	33	23
422	339	536	431
567	483	535	606
987	809	1035	821
64	29	30	40
50	48	51	55
957	676	1050	915
1613	1592	942	872
996	946	1119	1168
4	5	2	10
258	221	320	221
2	2	7	7
136	93	133	100
154	110	138	97
79	75	77	69
5	3	4	5
4	0	0	0
116	101	87	130
130	101	178	159
404	329	316	399
342	272	248	292
0	0	0	0
0	0	0	0
104	83	75	122
5	5	4	3
0	1	2	1
0	0	0	0
0	0	0	0
16	9	22	10
4	2	0	2
6321	5219	5339	4586
6064	5495	7192	7006
1260	1119	1214	1192
474	520	535	541
513	366	293	192
128	106	148	136
150	96	122	68
13	9	13	3
148	82	136	101
0	0	0	1
1696	1441	1825	1447
3	0	4	2
72	35	67	59
0	0	0	1
226	170	218	152
85	55	74	142
17	4	4	5
162	138	162	81
0	2	0	0
0	0	0	0
577	504	504	436
8	18	12	13
1267	1190	1175	1209
116	81	97	87
1517	1182	1378	1046
241	166	213	153
18	6	18	13
0	0	1	1
0	0	0	1
0	0	0	0
10	0	9	2
2	0	2	1
449	406	394	439
17	8	13	6
65	45	56	46
65	62	72	65
109	100	125	199
355	285	258	305
48	31	63	49
113	66	80	65
67289	58791	55400	54087
66953	58475	54940	53793
0	0	2	0
0	0	1	0
768	654	591	524
0	2	4	1
5378	4840	4709	4584
581	465	462	431
0	1	1	0
272	227	286	245
0	0	0	0
0	2	0	0
46	46	42	30
10	12	9	6
26	35	51	21
4	2	5	3
4	2	8	5
0	0	2	1
3333	2535	2749	1570
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	2	0
0	0	0	0
0	0	0	0
4	0	6	1
1	2	0	0
422	372	317	300
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
441	321	374	242
58	48	59	51
3	3	1	2
0	0	0	0
0	0	0	0
304	312	269	277
107	65	102	59
2	5	3	9
1146	948	1218	858
196	212	196	126
0	0	0	0
0	0	0	0
8	4	6	4
0	2	0	0
0	2	0	0
0	4	0	3
434	427	459	311
0	0	1	2
2	2	3	0
186	134	144	122
40	37	45	31
1515	1279	1233	934
0	0	0	0
2	2	1	2
0	0	0	0
2	0	1	0
0	0	0	0
2	2	1	0
4	4	13	8
0	2	0	0
2	5	1	0
13	18	14	13
3	1	2	4
0	0	1	0
0	0	0	0
50	45	65	57
325	236	258	307
2230	2078	2520	1717
0	2	2	0
0	0	1	0
0	4	0	0
432	339	278	263
0	2	1	0
2	0	0	1
55	2	15	17
236	270	204	252
2789	2513	1928	1899
158	148	118	163
2100	1896	1672	1600
136	116	109	115
189	150	113	81
14	5	4	3
44	19	31	14
448	416	414	401
0	0	3249	3245
32	28	36	45
5	12	15	9
10	13	17	9
43	37	51	42
19	13	21	18
259	250	277	255
300	332	244	204
8	4	4	4
1	0	24	16
31	11	11	5
0	0	0	0
0	0	0	0
9	16	7	10
86	81	100	95
0	0	0	0
0	0	0	0
132	160	176	176
0	0	0	0
0	0	0	0
735	632	785	585
57	59	42	49
377	340	422	329
1697	1465	1447	1351
1620	1381	1376	1289
848	768	844	807
192	207	189	265
303	285	351	309
13	21	25	35
0	0	0	0
11	12	40	12
0	0	4	0
2	0	1	1
0	0	0	0
1238	1062	1382	902
14	25	12	9
5	0	7	2
11	18	21	31
48	37	37	31
0	0	0	4
5	3	12	9
9	5	6	5
0	0	0	1
0	0	0	0
12	0	10	6
4	4	1	1
8	2	1	1
309	219	292	192
6	3	8	6
127	109	151	136
12	3	10	6
38	33	55	54
0	0	1	1
0	0	0	0
4	4	15	6
16246	14993	14354	13242
2845	2306	1670	1935
0	0	2	2
898	772	688	696
0	2	2	2
667	418	618	442
2123	1822	1619	1416
76	60	45	46
18722	15234	18804	13837
909	919	911	906
5292	5052	4524	4452
27	24	46	25
17267	15008	16665	14648
4796	4388	4474	4440
106	97	158	121
1716	1529	1449	1245
6	11	8	9
699	630	707	674
4	18	19	8
8	6	13	5
8	3	4	3
2	3	3	1
0	0	2	0
1775	1250	1511	1125
2471	2107	2400	1631
104	33	94	70
1398	1057	1343	717
25	0	0	3
8	12	26	14
0	0	0	0
4232	3630	4720	3536
428	316	504	354
9189	7960	8226	6761
4692	3147	3708	3135
9	10	6	11
100	47	34	39
4	8	6	1
11862	9859	12189	9227
624	561	504	417
585	465	616	519
910	732	922	774
130	99	155	132
1837	1851	1326	1076
4267	3376	4065	3006
225	152	299	211
294	193	209	128
56	46	43	34
0	0	1	0
1628	1525	2131	1439
178	151	181	156
14	4	6	5
372	314	250	278
10161	10134	8688	8461
1917	1782	1171	1306
5	4	5	6
6587	5658	5544	5017
459	304	370	319
9231	8252	9367	6591
4	4	4	0
2	0	0	0
4	12	1	2
4015	3530	3987	3617
204	195	281	273
3613	3363	3979	2693
0	0	0	0
96	56	48	72
50	28	27	38
1825	1644	1841	1531
62	41	136	59
24	30	22	27
51	43	67	56
0	0	0	0
0	0	0	2
2317	1816	2282	1869
2101	1853	2309	1910
139	157	196	125
8591	7716	9547	7439
1059	860	1021	957
21	14	27	40
1176	1029	1362	971
0	0	2	0
33	17	35	28
30757	25433	25909	23978
12335	12012	11503	10691
952	1134	924	791
7791	6399	9042	5658
31	36	28	22
7	5	4	5
1	0	2	0
0	0	0	0
6555	5271	6176	5127
20	46	30	25
0	0	3	1
0	0	3	1
4	1	2	1
1568	1236	1922	1312
0	2	1	0
1	0	0	0
2	2	13	0
0	0	0	1
6	3	2	2
0	0	0	0
0	0	4	2
0	2	0	0
0	0	3	0
2	0	0	0
2	0	0	0
16	16	8	4
3	24	3	12
0	3	0	0
2	0	2	1
0	1	1	1
0	1	0	4
16	22	30	18
4	5	13	4
8	16	14	0
30	9	5	0
0	2	0	4
36	96	51	66
33	33	42	22
10	4	9	0
28	43	42	30
36	74	40	10
30690	29343	24205	21504
30	32	37	21
0	0	1	2
15	1	7	9
1	0	2	1
8	0	2	2
0	3	2	1
90	54	68	36
1	0	0	2
0	0	2	4
8	14	14	12
4	1	2	2
0	0	4	0
7	2	11	6
0	0	0	0
6	2	3	1
0	4	0	0
0	0	1	0
1	3	2	3
33	18	37	23
490	481	490	715
131	132	174	259
0	2	5	6
3632	3274	4508	4972
1719	1616	1798	1820
3973	3443	6517	8451
149	172	152	184
8	6	8	30
2291	2246	2285	2534
575	652	621	791
262	238	666	627
136	78	151	106
0	0	0	0
8	2	8	8
150	114	103	110
31	53	65	67
900	786	757	885
1	4	2	6
0	2	0	0
1558	1349	1661	1530
78	45	99	66
4	4	22	24
0	1	1	1
0	0	0	0
65	56	53	59
4	2	3	4
4	2	3	4
0	0	0	1
0	0	0	1
170	164	241	196
400	361	513	383
0	2	0	0
2	0	0	1
1200	1346	1081	1057
0	0	0	0
227	214	267	264
19	11	13	10
54	60	35	39
343	283	289	330
407	419	431	519
407	419	431	519
0	0	0	0
0	0	0	0
1803	1611	1406	1688
1435	1387	1219	1372
1443	1402	1245	1400
1777	1659	1472	1815
104	82	59	110
320	290	300	264
1667	1538	1342	1807
0	0	0	0
595	491	534	611
2622	2780	2399	2797
31	26	30	37
3	2	6	2
1455	1391	1382	1442
1372	1269	1233	1361
641	575	575	622
8619	8930	8679	9341
2041	2003	2002	2634
940	899	845	1041
688	683	682	866
288	246	146	187
99	84	55	51
862	767	828	912
5514	4811	5298	6010
675	607	734	792
3	4	8	6
1832	1597	1380	1478
0	0	0	0
315	246	275	287
2702	2364	2738	2428
3	0	2	0
0	1	0	0
0	0	1	0
0	2	0	0
0	0	0	0
0	2	0	0
0	2	1	0
0	0	0	1
0	0	0	0
160	160	168	205
0	0	0	0
2	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
204	163	163	147
0	0	0	0
6	2	0	0
101	80	95	77
1	0	1	2
0	0	0	0
274	217	209	197
24	10	11	14
0	0	0	0
0	0	2	1
71	49	42	54
218	175	213	253
7	10	7	12
4	2	1	2
165	122	117	107
143	125	79	82
0	0	0	0
133	120	171	105
0	2	3	1
0	2	0	0
185	168	117	115
0	0	1	0
0	0	0	0
2	0	0	1
0	0	0	0
6	3	2	0
0	2	1	4
10	9	11	6
0	0	2	1
0	0	0	1
0	2	0	0
0	0	0	0
0	0	0	0
56	41	39	40
8	19	17	13
4	5	11	10
23	36	23	25
2	0	1	0
0	0	0	0
164	115	158	94
10	22	14	21
125	54	232	165
0	0	0	0
423	358	558	515
0	0	0	0
0	0	0	2
44	46	34	45
80	73	61	68
0	4	1	1
32	39	23	27
32	20	31	20
30	19	28	20
2	0	0	0
2	2	5	3
0	0	0	0
0	0	0	0
56	50	68	49
0	0	0	0
127	107	91	98
0	0	0	0
0	0	0	0
0	0	0	0
52	63	68	75
0	0	0	0
3	0	0	0
3	0	0	1
50	22	75	65
0	0	0	0
290	361	281	402
10	8	14	6
0	4	0	2
264	197	231	228
0	0	0	0
6	6	4	5
169	220	110	160
90	118	73	97
0	0	0	0
10	15	10	9
0	0	0	0
0	4	0	0
2	0	0	1
1	3	0	0
4	2	4	9
0	0	0	0
19	17	22	21
0	0	0	0
0	0	0	0
4	10	7	3
2	3	1	0
6	2	3	3
0	0	0	0
0	0	0	0
2	2	0	0
0	0	0	0
9	0	12	23
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	1
1	0	0	0
7	2	1	0
0	0	0	0
28	25	25	27
2	2	2	1
0	0	0	0
0	0	0	1
2	0	4	0
0	2	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	1
6	1	1	1
327	247	299	213
2	2	2	0
0	0	0	0
296	256	192	222
294	254	191	221
2	0	0	0
49	44	43	39
127	90	117	94
116	124	154	130
23	11	40	19
859	857	840	780
499	463	576	506
14	1	4	2
6	0	3	1
137	112	153	96
40	39	29	31
7	7	2	7
0	0	0	0
67	97	34	45
67	97	34	45
5	1	2	4
0	6	0	1
9	11	8	10
0	0	0	0
0	0	0	0
4	2	9	9
0	0	0	2
0	0	0	1
1	0	0	0
2	0	2	0
10	6	7	15
0	0	2	0
0	0	0	0
0	0	0	0
954	682	795	697
9	3	3	18
320	215	136	175
9	13	7	12
0	2	0	1
5	2	3	1
16	3	6	6
4	1	0	0
172	137	184	161
1013	1128	1348	1152
4	2	6	1
151	102	87	48
2	3	1	1
41	37	56	37
1	1	8	0
0	0	25	20
1	9	0	3
0	0	0	0
56	40	42	15
0	0	0	0
0	0	0	0
0	0	0	0
298	231	304	216
28	35	43	24
0	1	1	0
3945	3501	3683	2801
32	8	4	8
47	34	43	28
24	30	30	18
10	8	13	14
0	0	0	0
4	0	1	0
7	0	3	0
8	2	10	8
0	0	1	0
0	0	0	0
0	2	3	0
2	2	0	1
3	0	6	4
771	585	739	559
0	0	0	0
1425	1222	1470	1149
2527	2419	2581	2200
265	200	231	193
3	2	5	0
13	5	10	11
8813	6722	9548	6592
79	53	69	43
38	39	60	42
0	0	0	0
14	10	4	6
1608	1225	1864	1415
443	373	476	368
29	24	14	12
575	631	802	721
29	43	58	54
1825	1531	2340	1402
256	170	292	188
2066	1803	1899	1563
0	0	2	0
0	0	0	0
4	5	10	10
8688	7723	10185	6771
512	356	536	332
120	87	111	78
47	34	76	36
29	27	26	16
2	2	8	2
246	152	206	129
6	2	0	1
6507	4870	5905	3855
0	0	0	2
13	15	11	10
9	10	10	5
10	0	0	0
670	474	846	538
31	25	29	30
8	6	13	11
2334	1944	2157	1712
0	0	2	0
45	17	27	21
1852	1657	2094	1703
114	122	195	135
76	39	39	41
14	6	12	8
4	0	0	0
8	6	13	4
2	5	6	2
23	21	26	14
6099	5652	5964	4484
2	6	6	6
0	0	0	0
0	0	0	0
6	0	3	2
1758	1388	1742	1304
0	0	0	0
90	44	51	37
567	549	663	478
316	208	276	238
30568	30614	27654	25750
5915	5600	4797	4500
420	386	216	266
19	18	22	15
20	24	33	27
30946	30166	23362	25273
41169	37658	26821	29909
795	812	725	681
826	585	717	611
31	16	15	15
111	74	104	78
1738	1510	1889	1368
279	233	293	212
2420	1937	2008	1229
4160	3486	3425	2937
0	0	2	2
50	62	69	53
64	44	49	27
4	4	0	2
4	0	4	0
0	1	5	1
102	78	138	93
680	551	804	540
4	2	16	6
2139	1941	284	163
84	96	4	8
48	15	6	6
24	12	2	1
24	10	2	1
19	22	1	2
8	0	9	1
117	91	75	71
12	14	9	4
12	17	9	6
2	0	0	0
33	27	25	18
4443	4243	4261	3338
971	879	807	723
2	5	6	2
121	99	150	163
0	0	0	0
0	1	0	0
4	0	1	0
0	0	7	2
0	0	1	0
4	0	7	6
2	8	4	4
0	2	0	1
0	0	2	3
8	0	2	3
0	0	1	0
0	0	0	0
0	0	3	2
940	731	886	685
24	12	16	15
2060	1992	1647	1596
2178	2081	1809	1701
2060	1992	1647	1596
2	0	3	2
1	6	8	4
0	0	0	0
31	23	24	9
15	12	16	18
0	0	1	0
0	0	0	0
1400	1249	1359	1047
104	56	78	76
0	0	0	0
4	4	7	2
6	2	1	3
4	0	1	2
1136	1102	1029	966
9	4	4	0
0	0	0	0
0	0	0	0
0	6	2	0
7	4	4	4
4	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
18	5	0	0
1	0	1	1
8	0	0	0
18	6	16	6
3	3	5	4
1072	915	981	918
801	781	890	856
1	0	3	3
9	2	3	5
82	45	29	26
14	30	24	11
4277	3646	4627	3477
2103	2133	1902	1684
122	89	108	118
2	6	1	10
66	83	60	46
33	15	31	24
122	127	102	84
1	0	0	0
9	15	3	0
5	4	4	1
3	2	5	2
114	108	98	97
117	78	69	45
